Name,Symbol,RIC,Start Date,Hist.,Category,Exchange,Market,Currency,Sector,Full Name,Activity
HO CHI MINH CTDEV. JST. CMLBK.,VT:HDB,HDB.HM,1/5/2018,2018,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Banks,Ho Chi Minh City Development Joint Stock Commercial Bank,Active
HO CHI MINH CTY. ELPW. TRDG.INV.,VT:HTE,HTE.HNO,7/24/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,-,Ho Chi Minh City Electric Power Trading Investment,Active
HO CHI MINH MUSEUM CONSTRUCTION,VT:HMS,HMS.HNO,6/5/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Ho Chi Minh Museum Construction,Active
HOA AN,VT:DHA,DHA.HM,4/2/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,Hoa An,Active
HOA BINH CONSTRUCTION GROUP,VT:HBC,HBC.HM,12/29/2006,2006,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,Hoa Binh Construction Group,Active
HOA BINH RUBBER,VT:HRC,HRC.HM,4/2/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Chemicals,Hoa Binh Rubber,Active
HOA BINH SECURIT,VT:HBS,HBS.HN,7/16/2010,2010,Equities,Hanoi,Vietnam,Vietnamese Dong,Financial Services (Sector),Hoa Binh Securit,Active
HOA CAM CONCRETE,VT:HCC,HCC.HN,12/24/2007,2007,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Hoa Cam Concrete,Active
HOA PHAT GROUP,VT:HPG,HPG.HM,11/15/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,General Industrials,Hoa Phat Group,Active
HOA SEN GROUP,VT:HSG,HSG.HM,12/5/2008,2008,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Industrial Metals and Mining,Hoa Sen Group,Active
HOA THO TEXTILE,VT:HTG,HTG.HNO,6/14/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,General Retailers,Hoa THO Textile,Active
HOA VIET,VT:HJC,HJC.HNO,10/14/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Tobacco,Hoa Viet,Active
HOANG ANH GIA LAI,VT:HAG,HAG.HM,12/31/2008,2008,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Food Producers,Hoang ANH Gia Lai,Active
HOANG ANH GIA LAI AGRI.,VT:HNG,HNG.HM,7/20/2015,2015,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Food Producers,Hoang ANH Gia Lai Agricultural,Active
HOANG HUY INV.FNSR.,VT:TCH,TCH.HM,10/5/2016,2016,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Hoang HUY Investment Financial Services,Active
HOANG HUY INV.SERVICES,VT:HHS,HHS.HM,2/15/2012,2012,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Financial Services (Sector),Hoang HUY Investment Services,Active
HOANG LIEN SON T,VT:HLS,HLS.HNO,11/27/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,-,Hoang Lien Son T,Active
HOANG MAI STONE JOINT STOCK COMPANY,VT:HMR,HMR.HN,1/13/2022,2022,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Hoang Mai Stone Joint Stock Company,Active
HOANG MINH FINANCE INVESTMENT,VT:KPF,KPF.HM,3/2/2016,2016,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,Hoang Minh Finance Investment,Active
HOANG PHUC MINERAL TRADING,VT:HPM,HPM.HNO,1/18/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Mining,Hoang Phuc Mineral Trading,Active
HOANG QUAN CNSL.TGS. RLST.,VT:HQC,HQC.HM,10/20/2010,2010,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Hoang Quan Consulting Trading Service Real Estate,Active
HOANG THACH JOINT STOCK BAGGING COMPANY,VT:BBH,BBH.HNO,9/4/2020,2020,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,General Industrials,Hoang Thach Joint Stock Bagging Company,Active
HOANG THI LN.TEX.& GRMT. JSC.,VT:HLT,HLT.HNO,12/27/2019,2019,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,-,Hoang THI Loan Textile and Garment Joint Stock Company,Active
HOANGHA,VT:HHG,HHG.HNO,7/28/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Transportation,Hoangha,Active
HOAPHAT TEXTBOOK PRINTING,VT:HTP,HTP.HN,12/29/2006,2006,Equities,Hanoi,Vietnam,Vietnamese Dong,Support Services,Hoaphat Textbook Printing,Active
HOCHIMINH CITY INFR.INV.,VT:CII,CII.HM,4/2/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,Hochiminh City Infrastructure Investment,Active
HOCHIMINH CITY PUBLIC LIGHTING,VT:CHS,CHS.HNO,1/12/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Hochiminh City Public Lighting,Active
HOCHIMINH CTY.SECS.,VT:HCM,HCM.HM,5/19/2009,2009,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Financial Services (Sector),Hochiminh City Securities,Active
HOCMON TRADE,VT:HTC,HTC.HN,5/11/2010,2010,Equities,Hanoi,Vietnam,Vietnamese Dong,-,Hocmon Trade,Active
HOI AN TOURIST HOLDING,VT:HOT,HOT.HNO,7/21/2011,2011,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Travel and Leisure,HOI An Tourist Holding,Active
HONG HA FOOD INVESTMENT DEVELOPMENT,VT:HSL,HSL.HM,5/10/2018,2018,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Food Producers,Hong Ha Food Investment Development,Active
HONG PHONG CEMENT,VT:LCC,LCC.HNO,5/10/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Hong Phong Cement,Active
HONGHA VIETNAM,VT:PHH,PHH.HNO,3/17/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Hongha Vietnam,Active
HOUSING AND URBAN DEV,VT:HD8,HD8.HNO,3/15/2019,2019,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Household Goods and Home Construction,Housing and Urban Development,Active
HOUSING DEVELOPM,VT:HD2,HD2.HNO,5/16/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Housing Developm,Active
HPT VIETNAM,VT:HPT,HPT.HNO,6/17/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Software and Computer Services,HPT Vietnam,Active
HSV VIET NAM GROUP,VT:HSV,HSV.HNO,4/27/2021,2021,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,HSV Viet Nam Group,Active
HTC HOLDING,VT:CET,CET.HN,7/28/2017,2017,Equities,Hanoi,Vietnam,Vietnamese Dong,Chemicals,HTC Holding,Active
HUA NA HYDROPOWER,VT:HNA,HNA.HNO,10/12/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Alternative Energy,Hua NA Hydropower,Active
HUD1 INV.& CONSTRUCTION,VT:HU1,HU1.HM,5/25/2010,2010,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,HUD1 Investment and Construction,Active
HUD101 CONSTRUCTION,VT:H11,H11.HNO,5/31/2011,2011,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,HUD101 Construction,Active
HUD3 INVESTMENT & CON.,VT:HU3,HU3.HNO,3/18/2011,2011,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,HUD3 Investment and Construction,Active
HUD4 CONSTRUCTION AND INVESTMENT,VT:HU4,HU4.HNO,3/9/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Household Goods and Home Construction,HUD4 Construction and Investment,Active
HUD6 URB.RSDI.&. HSE. INVDV.,VT:HU6,HU6.HNO,12/16/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Household Goods and Home Construction,HUD6 Urban Residence and House Investment Development,Active
HUDLAND REIT.& DEV.,VT:HLD,HLD.HN,3/26/2013,2013,Equities,Hanoi,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Hudland Real Estate Investment and Development,Active
HUE TEXTILE GARMENT,VT:HDM,HDM.HNO,1/21/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Personal Goods,Hue Textile Garment,Active
HUE URBAN ENVIRONMENT,VT:HEP,HEP.HNO,12/15/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,-,Hue Urban Environment,Active
HUNG DAO CONTAINER,VT:HDO,HDO.HNO,11/11/2009,2009,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Transportation,Hung Dao Container,Active
HUNG HAU AGRICUL,VT:SJ1,SJ1.HN,6/19/2007,2007,Equities,Hanoi,Vietnam,Vietnamese Dong,Food Producers,Hung HAU Agricul,Active
HUNG LONG MRL.& BLDG. MATS.,VT:KHL,KHL.HNO,2/21/2012,2012,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Hung Long Mineral and Building Materials,Active
HUNG THINH INCONS,VT:HTN,HTN.HM,11/12/2018,2018,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,Hung Thinh Incons,Active
HUNG VUONG,VT:HVG,HVG.HNO,11/25/2009,2009,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Pharmaceuticals and Biotechnology,Hung Vuong,Active
HUNG YEN GARMENT,VT:HUG,HUG.HNO,12/18/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,-,Hung Yen Garment,Active
HUONG GIANG TOURIST,VT:HGT,HGT.HNO,8/1/2022,2022,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,Huong Giang Tourist,Active
HUONG SON HYDRO POWER,VT:GSM,GSM.HNO,4/8/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Electronic and Electrical Equipment,Huong Son Hydro Power,Active
HUU LIEN ASIA,VT:HLA,HLA.HNO,10/30/2008,2008,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Metals and Mining,HUU Lien Asia,Active
HUU NGHI GARMENT,VT:HNI,HNI.HNO,12/12/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Personal Goods,HUU Nghi Garment,Active
HUUNGHI FOOD,VT:HNF,HNF.HNO,11/3/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,Huunghi Food,Active
HVA INVESTMENT,VT:HVA,HVA.HNO,7/30/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,HVA Investment,Active
HVC INVESTMENT AND TECHNOLOGY,VT:HVH,HVH.HM,11/30/2018,2018,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,HVC Investment and Technology,Active
HYDR.CONCORP.NO4 JSC,VT:TL4,TL4.HNO,2/4/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Hydraulic Concorp NO4 JSC,Active
HYDR.ENGR.CNSLS. CORP.NO II,VT:HEC,HEC.HNO,12/21/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Hydraulic Engineering Consultants Corporation No II,Active
HYDRO POWER JSC- POWER NO 3,VT:DRL,DRL.HM,4/11/2012,2012,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Electricity,Hydro Power JSC- Power No 3,Active
I D I INTDVT.&.INV.,VT:IDI,IDI.HM,6/30/2011,2011,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Food Producers,I D I Intdvt and Investment,Active
ICAPITAL INVESTMENT JSC,VT:PTC,PTC.HM,7/27/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,Icapital Investment JSC,Active
ICD TAN CANG - LONG BINH JOINT STOCK COMPANY,VT:ILB,ILB.HM,5/15/2019,2019,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,-,ICD Tan Cang - Long Binh Joint Stock Company,Active
IDICO CORPORATION,VT:IDC,IDC.HN,11/24/2017,2017,Equities,Hanoi,Vietnam,Vietnamese Dong,General Industrials,Idico Corporation,Active
IDICO INFR.DEV.INV.,VT:HTI,HTI.HM,12/20/2010,2010,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,Idico Infrastructure Development Investment,Active
IDICO INVESTMENT,VT:INC,INC.HN,7/14/2011,2011,Equities,Hanoi,Vietnam,Vietnamese Dong,-,Idico Investment,Active
IDICO INVESTMENT CONS. OIL & GAS,VT:ICN,ICN.HNO,6/24/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,-,Idico Investment Consolidated Oil and Gas,Active
IDICO LONG AN INVESTMENT CONSTRUCTION,VT:LAI,LAI.HNO,10/27/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Idico Long An Investment Construction,Active
IDICO MCH.ERECTION CONIV.,VT:LMI,LMI.HNO,7/21/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Idico Machinery Erection Coniv,Active
IDICO SROK PHU MIENG HYDROPOWER,VT:ISH,ISH.HNO,8/10/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Electricity,Idico Srok Phu Mieng Hydropower,Active
IDICO URBAN AND HSE.DEV.,VT:UIC,UIC.HM,11/12/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,Idico Urban and House Development,Active
IDJ VIETNAM INVE,VT:IDJ,IDJ.HN,9/13/2010,2010,Equities,Hanoi,Vietnam,Vietnamese Dong,Real Estate Investment and Services,IDJ Vietnam Inve,Active
ILA,VT:ILA,ILA.HNO,11/28/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,ILA,Active
IMEXPHARM,VT:IMP,IMP.HM,1/1/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Pharmaceuticals and Biotechnology,Imexpharm,Active
INDOCH.IMX.INV. INDL.,VT:DDG,DDG.HN,12/18/2018,2018,Equities,Hanoi,Vietnam,Vietnamese Dong,"Gas, Water and Multiutilities",Indochine Import Export Investment Industrial,Active
INDOCHINA PETROL,VT:PTT,PTT.HNO,5/13/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Transportation,Indochina Petrol,Active
INDUSTRIAL CONST,VT:ICI,ICI.HNO,7/6/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Industrial Const,Active
INDUSTRIAL CONSTRUCTION,VT:ICC,ICC.HNO,8/17/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Household Goods and Home Construction,Industrial Construction,Active
INDUSTRIAL GAS AND WELDING ELECTRODE,VT:SVG,SVG.HNO,4/20/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,General Industrials,Industrial Gas and Welding Electrode,Active
INDUSTRIAL RUBBER,VT:IRC,IRC.HNO,12/3/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Automobiles and Parts,Industrial Rubber,Active
INDUSTRIAL URBAN DEV.,VT:D2D,D2D.HM,8/14/2009,2009,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Industrial Urban Development,Active
INFORMATION AND NETWORKING TECHNOLOGY,VT:CMT,CMT.HNO,3/11/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Software and Computer Services,Information and Networking Technology,Active
INNOVATIVE TECH.DEV.,VT:ITD,ITD.HM,12/4/2009,2009,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,-,Innovative Technology Development,Active
INTERFOOD SHAREHLDG.,VT:IFS,IFS.HNO,11/18/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,Interfood Shareholding,Active
INTERNATIONAL DAIRY PRODUCTS,VT:IDP,IDP.HNO,1/12/2021,2021,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,International Dairy Products,Active
INTERNATIONAL GAS PDT. SHIP.,VT:GSP,GSP.HM,3/9/2012,2012,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Industrial Transportation,International Gas Product Shipping,Active
INTERNATIONAL LBR.& SVS.,VT:ILC,ILC.HNO,4/2/2007,2007,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Transportation,International Labour and Services,Active
INTL.INV.TRD.&.SER.,VT:ILS,ILS.HNO,3/20/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Financial Services (Sector),International Investment Trade and Service,Active
INTL.SHIP.& LBR. COOPN.,VT:ISG,ISG.HNO,10/5/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Transportation,International Shipping and Labour Cooperation,Active
INV.& TRDG.OF RLST.,VT:ITC,ITC.HM,10/19/2009,2009,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Investment and Trading of Real Estate,Active
INVESTMENT & CON.JSC NO 18,VT:L18,L18.HN,4/23/2008,2008,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Investment and Construction JSC No 18,Active
INVESTMENT AND CONSTRUCTION,VT:CC4,CC4.HNO,7/28/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Investment and Construction,Active
INVESTMENT AND INDUSTRIAL DEVELOPMENT,VT:BCM,BCM.HM,2/21/2018,2018,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Investment and Industrial Development,Active
INVESTMENT COM.FISH.CORP,VT:ICF,ICF.HNO,12/29/2006,2006,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,Investment Commerce Fisheries Corporation,Active
IPA INVESTMENTS GROUP,VT:IPA,IPA.HN,6/17/2016,2016,Equities,Hanoi,Vietnam,Vietnamese Dong,Financial Services (Sector),IPA Investments Group,Active
JAPAN VTM.MED.INSTM.,VT:JVC,JVC.HM,6/21/2011,2011,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Health Care Equipment and Services,Japan Vietnam Medical Instrument,Active
JOINT-STOCK CO.NO 482,VT:B82,B82.HNO,3/31/2008,2008,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Joint-Stock Company No 482,Active
JSC.FOR TELECOMS &.INTC.,VT:ICT,ICT.HM,1/15/2020,2020,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Technology Hardware and Equipment,Joint Stock Company for Telecoms and Informatics,Active
KHAI HOAN LAND REAL ESTATE,VT:KHG,KHG.HM,7/19/2021,2021,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Khai Hoan Land Real Estate,Active
KHANG AN INV.RLST.,VT:KAC,KAC.HNO,10/27/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Khang An Investment Real Estate,Active
KHANG DIEN HSE.TR&IN.,VT:KDH,KDH.HM,2/1/2010,2010,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Khang Dien House Trading and Investment,Active
KHANG MING BRICK,VT:GKM,GKM.HN,7/17/2017,2017,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Khang Ming Brick,Active
KHANH HOA HOUSE DEVELOPMENT,VT:PTN,PTN.HNO,10/19/2022,2022,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,Khanh Hoa House Development,Active
KHANH HOA POWER,VT:KHP,KHP.HM,7/2/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Electricity,Khanh Hoa Power,Active
KHANH HOA PWR.CNTF.CONC.,VT:KCE,KCE.HNO,3/25/2011,2011,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Khanh Hoa Power Centrifugal Concrete,Active
KHANH HOA SALANGANES NEST SOFT,VT:SKV,SKV.HNO,11/3/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Beverages,Khanh Hoa Salanganes Nest Soft,Active
KHANH HOA SANEST SOFT DRINK,VT:SKH,SKH.HNO,10/25/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Beverages,Khanh Hoa Sanest Soft Drink,Active
KHANH HOA WATER SUPPLY,VT:KHW,KHW.HNO,12/21/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,"Gas, Water and Multiutilities",Khanh Hoa Water Supply,Active
KIDO GROUP,VT:KDC,KDC.HM,5/3/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Food Producers,Kido Group,Active
KIEN GIANG CONIV. CNSLT. GP.,VT:CKG,CKG.HM,3/25/2020,2020,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Kien Giang Coniv Consultancy Group,Active
KIEN GIANG IMPORT & EXPORT,VT:KGM,KGM.HNO,10/19/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,Kien Giang Import and Export,Active
KIEN GIANG TRADING,VT:KTC,KTC.HNO,11/30/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Travel and Leisure,Kien Giang Trading,Active
KIEN HUNG JOINT STOCK COMPANY VN,VT:KHS,KHS.HN,12/26/2017,2017,Equities,Hanoi,Vietnam,Vietnamese Dong,Food Producers,Kien Hung Joint Stock Company VN,Active
KIEN LNG.COML.JST. BK.,VT:KLB,KLB.HNO,6/29/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Banks,Kien Long Commercial Joint Stock Bank,Active
KIM VI STAINLESS,VT:KVC,KVC.HNO,4/14/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Metals and Mining,Kim VI Stainless,Active
KINHBAC CTDEV.SHAREHLDG.,VT:KBC,KBC.HM,12/18/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Kinhbac City Development Shareholding,Active
KON TUM CON.MATS. SUPP. &.PRDN.,VT:NXT,NXT.HNO,12/9/2021,2021,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,KON TUM Construction Materials Supply and Production,Active
KONTUM SUGAR,VT:KTS,KTS.HN,12/31/2010,2010,Equities,Hanoi,Vietnam,Vietnamese Dong,-,Kontum Sugar,Active
KOSY,VT:KOS,KOS.HM,12/8/2017,2017,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Kosy,Active
KSQ INVESTMENT,VT:KSQ,KSQ.HN,7/26/2013,2013,Equities,Hanoi,Vietnam,Vietnamese Dong,Industrial Metals and Mining,KSQ Investment,Active
KTT INVESTMENT GROUP,VT:KTT,KTT.HN,10/28/2010,2010,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,KTT Investment Group,Active
LA HIEN CEMENT,VT:CLH,CLH.HN,6/7/2016,2016,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,La Hien Cement,Active
LAM DONG INVESTM,VT:LHC,LHC.HN,1/13/2010,2010,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Lam Dong Investm,Active
LAM DONG WATER SUPPLY AND SEWERAGE,VT:LDW,LDW.HNO,9/19/2019,2019,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,"Gas, Water and Multiutilities",Lam Dong Water Supply and Sewerage,Active
LAM SON SUGAR CANE,VT:LSS,LSS.HM,1/9/2008,2008,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Food Producers,Lam Son Sugar Cane,Active
LAM THAO FERTILIZERS & CHEMS.,VT:LAS,LAS.HN,3/1/2012,2012,Equities,Hanoi,Vietnam,Vietnamese Dong,-,Lam Thao Fertilizers and Chemicals,Active
LAMDONG FOODSTUFFS,VT:VDL,VDL.HN,12/31/2007,2007,Equities,Hanoi,Vietnam,Vietnamese Dong,Food Producers,Lamdong Foodstuffs,Active
LAMDONG MINERALS AND BUILDING MATERIALS,VT:LBM,LBM.HM,4/2/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,-,Lamdong Minerals and Building Materials,Active
LAMDONG PHARMACE,VT:LDP,LDP.HN,7/20/2010,2010,Equities,Hanoi,Vietnam,Vietnamese Dong,Pharmaceuticals and Biotechnology,Lamdong Pharmace,Active
LANG SON MARKET,VT:DKC,DKC.HNO,12/3/2020,2020,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Lang Son Market,Active
LANG SON TOURISM,VT:DXL,DXL.HNO,7/2/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Travel and Leisure,Lang Son Tourism,Active
LANG SON WATER SUPPLY AND DRAINAGE,VT:NLS,NLS.HNO,11/16/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,"Gas, Water and Multiutilities",Lang Son Water Supply and Drainage,Active
LAO CAI EPLT.MRL.,VT:LCM,LCM.HNO,9/16/2011,2011,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Mining,LAO Cai Exploitable Mineral,Active
LAO CAI GOLD,VT:GLC,GLC.HNO,1/28/2019,2019,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Mining,LAO Cai Gold,Active
LAO CAI URBAN,VT:MLC,MLC.HNO,12/29/2022,2022,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,LAO Cai Urban,Active
LAP PHUONG THANH PRODUCTION AND TRADING,VT:LPT,LPT.HNO,4/8/2021,2021,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,LAP Phuong Thanh Production and Trading,Active
LATCA MINERAL,VT:LMC,LMC.HNO,9/21/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Mining,Latca Mineral,Active
LDG INVESTMENT,VT:LDG,LDG.HM,8/12/2015,2015,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,LDG Investment,Active
LE NINH JOINT STOCK COMPANY,VT:LNC,LNC.HNO,12/27/2019,2019,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Automobiles and Parts,Le Ninh Joint Stock Company,Active
LICOGI,VT:LIC,LIC.HNO,7/12/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Licogi,Active
LICOGI 12,VT:L12,L12.HNO,1/11/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Household Goods and Home Construction,Licogi 12,Active
LICOGI 13,VT:LIG,LIG.HN,4/22/2010,2010,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Licogi 13,Active
LICOGI 14,VT:L14,L14.HN,9/13/2011,2011,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Licogi 14,Active
LICOGI 16.6,VT:LCS,LCS.HNO,7/6/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Licogi 16.6,Active
LICOGI QUANG NGAI,VT:LQN,LQN.HNO,2/17/2023,2023,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,Licogi Quang Ngai,Active
LIEN NINH TRANSPORT,VT:BLN,BLN.HNO,10/5/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Transportation,Lien Ninh Transport,Active
